,知识点
918,['截一个几何体']
919,['展开图还原成常见几何体']
920,['根据立体图形识别三视图']
921,['正负数的识别']
922,['绝对值的代数意义']
923,['数轴的认识与定义']
924,['代数式的识别']
925,['求一个数的相反数']
926,['认识常见的立体图形']
927,['根据立体图形识别三视图']
928,['有理数的混合运算']
929,['合并同类项']
930,['展开图还原成常见几何体']
931,['乘方的计算']
932,['科学记数法——表示较大的数']
933,['展开图还原成常见几何体']
934,['列代数式']
935,['求一个数的相反数']
936,['正负数与实际问题']
937,['有理数的加法——异号两数相加']
938,['有理数的识别分类综合']
939,['科学记数法——表示较大的数']
940,['近似数']
941,['利用数轴比较大小']
942,['列代数式']
943,['乘方的计算']
944,['图形的规律']
945,['根据立体图形识别三视图']
946,"['平行线的性质', '利用三角形一个外角等于不相邻的两个内角的和解题']"
947,['单项式/单项式']
948,['平均数、中位数和众数综合']
949,['根据位似的性质求点坐标']
950,['整式混合运算的化简求值']
951,['线段变化类问题']
952,"['二元一次方程组的基本应用', '图形的规律']"
953,['正方形的性质——与边有关']
954,['平行四边形的周长与面积问题']
955,['科学记数法——表示较大的数']
956,['根据立体图形识别三视图']
957,['求一组数据的加权平均数']
958,['利用位似性质的综合题']
959,['带有系数的整式的加减']
960,['与乘方相关的实际问题']
961,['与乘方相关的实际问题']
962,['与乘方相关的实际问题']
963,['与乘方相关的实际问题']
964,['与乘方相关的实际问题']
965,['与乘方相关的实际问题']
966,['与乘方相关的实际问题']
967,['与乘方相关的实际问题']
968,['与乘方相关的实际问题']
969,['与乘方相关的实际问题']
970,['底数、指数与幂的概念']
971,['乘方的意义与表示']
972,['乘方的意义与表示']
973,['乘方的意义与表示']
974,['乘方的意义与表示']
975,['乘方的意义与表示']
976,['乘方的意义与表示']
977,['底数、指数与幂的概念']
978,['乘方的意义与表示']
979,['乘方的意义与表示']
980,['乘方的意义与表示']
981,['底数、指数与幂的概念']
982,['底数、指数与幂的概念']
983,['底数、指数与幂的概念']
984,['单项式的系数与次数识别']
985,['根据立体图形识别三视图']
986,['合并同类项']
987,['科学记数法——表示较大的数']
988,['根据同类项求参数']
989,['根据解求一元一次方程中的参数值']
990,['时针与分针（钟面角）问题']
991,['有关线段中点的计算']
992,"['直线、射线和线段数条数计数', '角的简单计算——基础计算类']"
993,['求一个数的相反数']
994,['科学记数法——表示较大的数']
995,['有理数的加法——异号两数相加']
996,"['合并同类项', '去括号']"
997,['根据解求一元一次方程中的参数值']
998,['根据立体图形识别三视图']
999,['余角与补角的定义与简单计算']
1000,"['利用数轴比较大小', '有理数大小比较']"
1001,['有理数的加法——异号两数相加']
1002,['科学记数法——表示较大的数']
1003,['判断哪些调查适用抽样调查或全面调查']
1004,['线段公理：两点之间线段最短']
1005,['乘方的计算']
1006,['列代数式']
1007,['正方体的展开图']
1008,['同类项的识别']
1009,['余角与补角的定义与简单计算']
1010,['图形的规律']
1011,['一元一次方程的应用——出租车计价问题']
1012,['求一个数的绝对值']
1013,['科学记数法——表示较大的数']
1014,['合并同类项']
1015,['同类项的识别']
1016,['列代数式']
1017,['等式的基本性质']
1018,['根据解求一元一次方程中的参数值']
1019,['余角与补角的定义与简单计算']
1020,['根据立体图形识别三视图']
1021,['方向角问题']
1022,['求一个数的相反数']
1023,['判断某数是否为一元一次方程的解']
1024,['绝对值的非负性']
1025,['列代数式']
1026,['根据立体图形识别三视图']
1027,['用同角（等角）的补角或余角相等']
1028,['直线、射线、线段的基本概念']
1029,['用方程描述实际问题中的相等关系']
1030,['乘方的计算']
1031,['科学记数法——表示较大的数']
1032,['合并同类项']
1033,['代数式整体思想求值']
1034,['有理数大小比较']
1035,['直接代入求函数的值']
1036,"['直线、射线、线段的基本概念', '有关线段中点的计算', '用同角（等角）的补角或余角相等']"
1037,['有理数与数轴']
1038,['会根据三视图判断立体图形形状']
1039,['求一个数的绝对值']
1040,['正方体的展开图']
1041,['科学记数法——表示较大的数']
1042,['根据解求一元一次方程中的参数值']
1043,"['直线、射线、线段的基本概念', '直线公理：两点确定一条直线', '用同角（等角）的补角或余角相等']"
1044,['根据同类项求参数']
1045,"['有理数大小比较', '有理数的乘法——多个数相乘']"
1046,['方向角问题']
1047,['新定义型题目——定义新运算']
1048,"['用垂径定理解决实际问题', '确定圆的条件']"
1049,['求一个数的相反数']
1050,['正负数的意义与表示']
1051,['科学记数法——表示较大的数']
1052,['有理数的混合运算']
1053,['利用数轴比较大小']
1054,['等式的基本性质']
1055,['根据解求一元一次方程中的参数值']
1056,['用方程描述实际问题中的相等关系']
1057,['数列的规律']
1058,['科学记数法——表示较大的数']
1059,"['单项式的识别', '多项式的识别']"
1060,['合并同类项']
1061,"['直线公理：两点确定一条直线', '线段公理：两点之间线段最短']"
1062,['根据同类项求参数']
1063,['一元一次方程的应用——销售问题']
1064,['利用数轴比较大小']
1065,['余角与补角的定义与简单计算']
1066,['程序类问题']
1067,['求一个数的相反数']
1068,['求一个数的相反数']
1069,"['有理数的识别分类综合', '有理数与数轴']"
1070,['等式的基本性质']
1071,['科学记数法——表示较大的数']
1072,['方向角问题']
1073,['利用数轴比较大小']
1074,['余角与补角的定义与简单计算']
1075,['列代数式']
1076,['方程的解']
1077,['带有图案等细节的立方体展开图问题']
1078,['实数的分类']
1079,['实数的性质综合']
1080,['实数的性质综合']
1081,['实数的性质综合']
1082,['实数的性质综合']
1083,['实数的性质综合']
1084,['实数的分类']
1085,['实数的分类']
1086,['实数的分类']
1087,['实数的分类']
1088,['实数的分类']
1089,['实数的分类']
1090,['实数的分类']
1091,"['实数的分类', '区分真假命题']"
1092,['实数的分类']
1093,['利用倒数性质的综合题']
1094,['利用倒数性质的综合题']
1095,['利用倒数性质的综合题']
1096,['有理数的乘法——多个数相乘']
1097,['有理数的乘法——多个数相乘']
1098,['有理数的乘法——多个数相乘']
1099,['有理数的乘除法混合运算']
1100,['有理数的乘除法混合运算']
1101,['有理数的乘除法混合运算']
1102,['有理数的除法']
1103,['有理数的除法']
1104,['有理数的除法']
1105,['有理数的乘除法混合运算']
1106,['有理数大小比较']
1107,['科学记数法——表示较大的数']
1108,['一元一次方程的识别']
1109,"['有理数的加法——异号两数相加', '乘方的计算', '去括号']"
1110,['根据数轴判断不等关系']
1111,['一元一次方程的应用——销售问题']
1112,['求一个数的相反数']
1113,['合并同类项']
1114,['科学记数法——表示较大的数']
1115,['单项式的系数与次数识别']
1116,['一元一次方程的识别']
1117,"['直线公理：两点确定一条直线', '线段公理：两点之间线段最短']"
1118,['根据立体图形识别三视图']
1119,['直线、射线、线段的基本概念']
1120,['一元一次方程的应用——基本应用题']
1121,['与折叠相关的角度计算']
1122,['求一个数的相反数']
1123,['有理数大小比较']
1124,['科学记数法——表示较大的数']
1125,['一元一次方程的识别']
1126,['余角与补角的定义与简单计算']
1127,"['有理数的加法——异号两数相加', '乘方的计算', '去括号']"
1128,['根据数轴判断不等关系']
1129,['点线面体综合']
1130,['列代数式']
1131,['一元一次方程的应用——销售问题']
1132,['正负数的意义与表示']
1133,['抽样调查的可靠性']
1134,['根据同类项求参数']
1135,['利用角平分线判定定理证明']
1136,['科学记数法——表示较大的数']
1137,['截一个几何体']
1138,"['合并同类项', '去括号']"
1139,['偶次方的非负性']
1140,['一元一次方程的应用——行程相遇问题']
1141,['单项式找规律']
1142,['代数式的识别']
1143,['代数式的识别']
1144,['代数式的识别']
1145,['代数式的识别']
1146,['代数式的识别']
1147,['代数式的识别']
1148,['代数式的识别']
1149,['代数式的识别']
1150,['单项式的识别']
1151,['通过单项式的系数与次数求参数']
1152,['单项式的识别']
1153,['单项式的识别']
1154,['单项式的识别']
1155,['单项式的识别']
1156,['单项式的识别']
1157,['单项式的识别']
1158,['单项式的识别']
1159,['单项式的识别']
